,f 구간,95 티어,99 티어,,,,,,,,,,,,0~9,15.1,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. 매출 영향,,,,
,0~10성,7.46 ~ 11.19,29.60 ~ 44.40,,,,,,,,,,,,10,15.2,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11~20성,6.06 ~ 9.10,23.02 ~ 34.53,,,,,,,,,,,,11~18,14.9,2.05,,,,,,,,,,2. 상수,,,,,,,,,,,,,,,,,,매출 = 규모배율 × 248 × (원천/100)²,,,,
,21~25성,4.28 ~ 6.43,15.14 ~ 22.72,,,,,,,,,,,,19~20,14.6,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,21~25,14.3,2.2,,,,,,,,,,2-1. 계수 함수 (총점 로직과 동일),,,,,,,,,,,,,,,,,,7-1. 중앙값 기준,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,보정 상수 c,,,,,,,,,,,,,,1-5. 틱 단위 분포 (공통),,,,,,,,,,,,K(s)      = 0.8738 + 0.026409 × s^0.9081,,,,,,,,,,,,,,,,,,구간,사무실,95 수준,총점 수준,99 수준
,성수 구간,95 티어,99 티어,,,,,,,,,,,,,,,,,,,,,,,,K_tick(s) = 1.7266 + 0.054105 × s^0.9076,,,,,,,,,,,,,,,,,,0~9성,2명,2.09%,4.19%,8.48%
,0~9성,0.99,0.89,,,,,,,,,,,,μ_H   = 7.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11~18성,4명,2.10%,4.24%,8.57%
,10성,0.97,0.88,,,,,,,,,,,,σ_H²  = 4.93,,,,,,,,,,,,2-2. 잠재력 배수 MUL_pot (총점 로직과 동일),,,,,,,,,,,,,,,,,,19~20성,6명,2.09%,4.19%,8.48%
,11~18성,1.01,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21~25성,7명,2.10%,4.22%,8.54%
,19~20성,1,0.93,,,,,,,,,,,,1-6. 목표 계수 범위 (CBAND별),,,,,,,,,,,,등급,C,B,A,S,,,,,,,,,,,,,,,,,,
,21~25성,1,0.98,,,,,,,,,,,,,,,,,,,,,,,,값,0.962,1,1.038,1.068,,,,,,,,,,,,,,7-2. 판별 실제 범위,,,,
,,,,,,,,,,,,,,,성,Z_LO,Z_HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0~9,0.19,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,구간,95 수준,총점 수준,99 수준,
,,,,,,,,,,,,,,,10,0.22,0.49,,,,,,,,,,2-3. 성수 구간 CBAND (총점 로직과 동일),,,,,,,,,,,,,,,,,,0~9성,+1.34 ~ +3.36%,+2.68 ~ +6.78%,+5.40 ~ +13.78%,
,,,,,,,,,,,,,,,11~18,0.35,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,11~18성,+1.12 ~ +4.18%,+2.24 ~ +8.45%,+4.50 ~ +17.24%,
,8. 통계 — 팀장 점수 도전과제 (몬테카를로 40만 표본),,,,,,,,,,,,,,19~20,0.44,0.73,,,,,,,,,,성수,CBAND,,,,,,,,,,,,,,,,,19~20성,+1.34 ~ +3.36%,+2.68 ~ +6.78%,+5.40 ~ +13.78%,
,,,,,,,,,,,,,,,21~25,0.44,0.73,,,,,,,,,,0~9,0~9,, ,,,,,,,,,,,,,,,21~25성,+1.18 ~ +3.95%,+2.36 ~ +7.98%,+4.75 ~ +16.26%,
,8-1. 달성률,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,,,,,,,,변동 요인,배율,,,
,,,,,,,,,,,,,,,"1-7. 보상률 범위 (FBAND별, %)",,,,,,,,,,,,11~18,11~18,,,,,,,,,,,,,,,,,보상률 굴림,1.67배,,,
,"플레이어가 3회차 종료 시점의 누적 스트레스와 목표를 보고, 도전 보상을 포함한 EV를 최대화하는 조준을 선택한다고 가정.",,,,,,,,,,,,,,,,,,,,,,,,,,19~20,19~20,,,,,,,,,,,,,,,,,어느 파트가 뽑히나,1.5 ~ 2.25배,,,
,,,,,,,,,,,,,,,성,R_LO,R_HI,,,,,,,,,,21~25,21~25,,,,,,,,,,,,,,,,,,,,,
,성수 구간,티어,목표 달성률,실측 달성률,버스트,아깝게 실패,,,,,,,,,0~10,18.53,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-3. 판당 평균 기대 매출 상승,,,,
,0~9성,95,60%,58.40%,7.70%,32.70%,,,,,,,,,11~20,18.18,27.27,,,,,,,,,,2-4. 팀장 단위 분포 μ_G (총점 로직과 동일),,,,,,,,,,,,,,,,,,,,,,
,,99,20%,18.90%,8.20%,37.60%,,,,,,,,,21~25,17,25.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,수준,달성률,단발 매출,판당 기여,
,10성,95,60%,59.50%,6.70%,31.50%,,,,,,,,,,,,,,,,,,,,,CBAND,μ_G,,,,,,,,,,,,,,,,,95 수준,44.3 ~ 59.4%,2.10%,0.93 ~ 1.25%,
,,99,20%,17.30%,8.10%,37.30%,,,,,,,,,1-8. BASE_REF (단계별),,,,,,,,,,,,0~9,15.095,,,,,,,,,,,,,,,,,총점 수준,29.4 ~ 39.2%,4.21%,1.24 ~ 1.65%,
,11~18성,95,50%,50.40%,5.70%,36.60%,,,,,,,,,,,,,,,,,,,,,10,15.197,,,,,,,,,,,,,,,,,99 수준,15.0 ~ 20.6%,8.52%,1.28 ~ 1.76%,
,,99,17.50%,16.30%,8.10%,40.90%,,,,,,,,,성,값,,,,,,,,,,,11~18,14.958,,,,,,,,,,,,,,,,,,,,,
,19~20성,95,45%,45.00%,12.60%,34.40%,,,,,,,,,0~9 (1단계),13.548,,,,,,,,,,,19~20,14.61,,,,,,,,,,,,,,,,,,,,,
,,99,15%,15.10%,12.60%,29.30%,,,,,,,,,10~18 (2단계),13.831,,,,,,,,,,,21~25,14.302,,,,,,,,,,,,,,,,,,,,,
,21~25성,95,45%,44.40%,9.40%,40.00%,,,,,,,,,19~25 (3단계),13.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,99,15%,15.00%,12.60%,34.50%,,,,,,,,,,,,,,,,,,,,,2-5. 틱 단위 분포 μ_H (총점 로직과 동일),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,μ_H = 7.0200,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2. 계산 순서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""아깝게 실패""(목표의 90~100%)가 29~41%로 높다. 재도전 욕구가 최대가 되는 구간이다.",,,,,,,,,,,,,,,,,,,,,,,,,,2-6. 보상률 범위,,,,,,,,,,,,,,,,,,,,,,
,"다만 40%에 가까운 구간(11~18성 T99, 21~25성 T95)은 좌절감 쪽으로 넘어갈 수 있어 플레이테스트에서 볼 지점이다.",,,,,,,,,,,,,,"[1] 도전 스탯 결정        → 기획, 개발, 아트 3가지중 랜덤",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"버스트율이 6~13%로 안정적이다. 순수 달성확률 최대화 정책에서는 20~68%까지 튀지만, EV 정책에서는 플레이어가 손실을 계산하므로 자연스럽게 억제된다.",,,,,,,,,,,,,,[2] 목표 μ 계산,,,,,,,,,,,,수준,R_LO,R_HI,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,[3] 목표 σ 계산,,,,,,,,,,,,95 수준,3.00%,5.00%,,,,,,,,,,,,,,,,,,,,
,8-2. 조준 선택 분포,,,,,,,,,,,,,,[4] z 굴림 → 목표 확정,,,,,,,,,,,,총점 수준,6.00%,10.00%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,[5] 보상률 굴림,,,,,,,,,,,,99 수준,12.00%,20.00%,,,,,,,,,,,,,,,,,,,,
,성수 구간,티어,약,중,강,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0~9성,95,1%,22%,76%,,,,,,,,,,,,,,,,,,,,,,2-7. 만족도 보상,,,,,,,,,,,,,,,,,,,,,,
,,99,0%,24%,76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10성,95,7%,56%,37%,,,,,,,,,,[2] 평균 μ,,,,,,,,,,,,수준,만족도,,,,,,,,,,,,,,,,,,,,,
,,99,3%,61%,36%,,,,,,,,,,,,,,,,,,,,,,95 수준,랜덤 직원 만족도 +5 회복,,,,,,,,,,,,,,,,,,,,,
,11~18성,95,9%,55%,36%,,,,,,,,,,μ = K(팀장 스탯) × MUL_pot(팀장 잠재력) × μ_G[CBAND(팀장 성수)],,,,,,,,,,,,총점 수준,랜덤 직원 만족도 +10 회복,,,,,,,,,,,,,,,,,,,,,
,,99,3%,61%,36%,,,,,,,,,,    + Σᵢ K_tick(직원 i 스탯) × μ_H,,,,,,,,,,,,99 수준,전 직원 만족도 +5,,,,,,,,,,,,,,,,,,,,,
,19~20성,95,24%,53%,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,99,24%,53%,24%,,,,,,,,,,Σᵢ = 도전 대상 파트 소속 직원 전원 (팀장 포함),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21~25성,95,24%,63%,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,99,23%,53%,24%,,,,,,,,,,[3] 표준편차 σ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3. 계산 순서,,,,,,,,,,,,,,,,,,,,,,
,초반(0~9성)에는 강이 지배적이다. 1단계는 버스트 위험이 낮아 강의 EV가 가장 높다.,,,,,,,,,,,,,,σ = √[ ( K(팀장 스탯) × MUL_pot × σ_G[CBAND] )²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성수가 오르면 강의 버스트율이 급등해 중이 주력 도박수로 이동한다.,,,,,,,,,,,,,,       + Σᵢ ( K_tick(직원 i 스탯) )² × σ_H² ],,,,,,,,,,,,"[1] 보상 대상 파트 결정   →  {P, D, A} − 도전 스탯 중 랜덤 1개",,,,,,,,,,,,,,,,,,,,,,
,19성 이상에서는 약도 24%까지 올라온다. 누적 스트레스가 높은 판에서 안전 회수가 정답이 되는 경우다.,,,,,,,,,,,,,,,,,,,,,,,,,,"[2] 보상률 굴림           →  Uniform(R_LO, R_HI) × OUTGAME_MUL",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,[4] 목표,,,,,,,,,,,,[3] μ(보상 대상 파트) 계산,,,,,,,,,,,,,,,,,,,,,,
,8-3. 버스트 손실 감사,,,,,,,,,,,,,,,,,,,,,,,,,,"      [3-1] 그 파트 팀장의 K, MUL_pot, μ_G 조회 → 팀장 기여",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"z    = Uniform( Z_LO[CBAND], Z_HI[CBAND] )",,,,,,,,,,,,      [3-2] 그 파트 직원 전원의 K_tick 합 × μ_H → 틱 기여,,,,,,,,,,,,,,,,,,,,,,
,"1단계·강 조준 고정, 30만 표본:",,,,,,,,,,,,,,목표 = μ + z × σ,,,,,,,,,,,,      [3-3] 두 값 합산,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,[4] 보상 점수 = μ × 보상률 / 100,,,,,,,,,,,,,,,,,,,,,,
,,평균 점수,획득 f,,,,,,,,,,,,[5] 보상률,,,,,,,,,,,,[5] 0% 화면에 공개,,,,,,,,,,,,,,,,,,,,,,
,완주,15.948,9.81,,,,,,,,,,,,,,,,,,,,,,,,[6] 달성 시 지급,,,,,,,,,,,,,,,,,,,,,,
,버스트,8.847,0,,,,,,,,,,,,"FBAND = FBAND( max(P팀장 성수, D팀장 성수, A팀장 성수) )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"보상률 = Uniform( R_LO[FBAND], R_HI[FBAND] ) × OUTGAME_MUL        [%]",,,,,,,,,,,,[1]~[4]가 모두 판 시작 시점에 확정되므로 보상 점수를 절대값으로 미리 표시한다.,,,,,,,,,,,,,,,,,,,,,,
,버스트군의 3회차 시점 base 9.313 × 0.95 = 8.847로 최종 점수와 정확히 일치. 4회차 점수 0 + 누적 5% 차감 + 존 보너스 전액 소멸이 모두 반영되어 있다. 손실은 −44.5%.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8-4. 매출 영향 ★,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4. 계산 예시,,,,,,,,,,,,,,,,,,,,,,
,매출 = 규모배율 × 248 × (원천/100)² 이므로 매출 증가율 ≈ 원천 증가율 × 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,입력,,,,,,,,,,,,,,,,,,,,,,
,구간,사무실,팀장 점수,원천,팀장/원천,95 보상 → 매출,99 보상 → 매출,,,,,,,,3. 계산 예시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0~9성,2명,69.7,610,11.40%,6.5 → +2.14%,25.8 → +8.64%,,,,,,,,,,,,,,,,,,,,"사무실 6명, 파트 배분 P 2명 / D 2명 / A 2명",,,,,,,,,,,,,,,,,,,,,,
,11~18성,4명,139.7,"1,475",9.50%,13.2 → +1.80%,50.3 → +6.93%,,,,,,,,입력,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19~20성,6명,194.5,"2,589",7.50%,18.4 → +1.43%,70.0 → +5.48%,,,,,,,,,,,,,,,,,,,,           팀장                          직원2,,,,,,,,,,,,,,,,,,,,,,
,21~25성,7명,249.8,"3,832",6.50%,23.4 → +1.23%,82.8 → +4.37%,,,,,,,,"사무실 6명, 파트 배분 P 2명 / D 2명 / A 2명",,,,,,,,,,,,"P   스탯 950,  잠재력 B, 21성      스탯 880",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,플랫폼 모바일 (핵심역량 = P),,,,,,,,,,,,"D   스탯 900,  잠재력 A, 20성      스탯 600",,,,,,,,,,,,,,,,,,,,,,
,판당 평균 기대 매출 상승,,,,,,,,,,,,,,,,,,,,,,,,,,"A   스탯 820,  잠재력 B, 19성      스탯 700",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"P 팀장  스탯 950,  잠재력 B, 21성",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,구간,초반 (4:1),중반 (2:1),후반 (1:1),,,,,,,,,,,"D 팀장  스탯 900,  잠재력 A, 20성      D 직원2  스탯 600",,,,,,,,,,,,"도전 과제  :  99 수준,  도전 스탯 = D",,,,,,,,,,,,,,,,,,,,,,
,0~9성,1.33%,1.38%,1.44%,,,,,,,,,,,"A 팀장  스탯 820,  잠재력 B, 19성      A 직원2  스탯 700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11~18성,0.95%,0.98%,1.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19~20성,0.68%,0.70%,0.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21~25성,0.57%,0.58%,0.60%,,,,,,,,,,,,,,,,,,,,,,,[1] 보상 대상 파트,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,[1] 도전 스탯 결정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8-5. 순위 영향,,,,,,,,,,,,,,,,,,,,,,,,,,"{P, D, A} − D = {P, A}   →   랜덤 1개   →   A 선정",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"핵심P,D,A중 랜덤 선택→ D 선정.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,순위 구간,한 계단당 매출 차이,99 티어(+4.4~8.6%)의 순위 상승,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1~10위,약 25%,0.2 ~ 0.4계단,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11~30위,약 4.9%,0.9 ~ 1.8계단,,,,,,,,,,,,,,,,,,,,,,,,[2] 보상률,,,,,,,,,,,,,,,,,,,,,,
,31~60위,약 3.0%,1.5 ~ 2.9계단,,,,,,,,,,,,[2] 평균 μ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"99 수준 → R_LO = 12.0, R_HI = 20.0",,,,,,,,,,,,,,,,,,,,,,
,"차트 상위권에서는 순위가 거의 안 움직이고, 중하위권에서는 1~3계단 상승한다.",,,,,,,,,,,,,,"D 팀장 성수 20 → CBAND = 19~20, 잠재력 A → MUL_pot = 1.038",,,,,,,,,,,,"보상률 = Uniform(12.0, 20.0) × 1.00   →   16.4%",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,K(900)      = 0.8738 + 0.026409 × 900^0.9081  = 13.5942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,K_tick(900) = 1.7266 + 0.054105 × 900^0.9076  = 27.6988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,K_tick(600) = 1.7266 + 0.054105 × 600^0.9076  = 19.7024,,,,,,,,,,,,[3] μ(A 파트),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,μ_G[19~20] = 14.610,,,,,,,,,,,,"A 팀장: 스탯 820, 잠재력 B, 19성 → CBAND = 19~20 → μ_G = 14.610 A 직원2: 스탯 700",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,팀장 기여 = 13.5942 × 1.038 × 14.610        = 206.16,,,,,,,,,,,,[3-1] 팀장 기여,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,틱 기여   = (27.6988 + 19.7024) × 7.0200    = 332.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,────────────────────────────────────────────────────,,,,,,,,,,,,K(820)    = 0.8738 + 0.026409 × 820^0.9081  = 12.5630,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,μ                                            = 538.91,,,,,,,,,,,,MUL_pot(B) = 1.000,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,팀장 기여 = 12.5630 × 1.000 × 14.610 = 183.55,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,[3] 표준편차 σ,,,,,,,,,,,,[3-2] 틱 기여,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,σ_G[19~20] = 2.520      σ_H² = 4.933044,,,,,,,,,,,,K_tick(820) = 1.7266 + 0.054105 × 820^0.9076  = 25.5945,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,K_tick(700) = 1.7266 + 0.054105 × 700^0.9076  = 22.4017,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,팀장 분산 = (13.5942 × 1.038 × 2.520)²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"          = 35.56²                                    = 1,264.5",,,,,,,,,,,,틱 기여 = (25.5945 + 22.4017) × 7.0200 = 336.93,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,틱 분산   = (27.6988² + 19.7024²) × 4.933044,,,,,,,,,,,,[3-3] 합산,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"          = (767.22 + 388.19) × 4.933044              = 5,699.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,────────────────────────────────────────────────────────────────,,,,,,,,,,,,μ(A) = 183.55 + 336.93 = 520.48,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"σ = √(1,264.5 + 5,699.7) = √6,964.2                   =   83.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,[4] 보상 점수,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,[4] 목표,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,보상 점수 = 520.48 × 16.4 / 100 = 85.36,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"CBAND = 19~20 → Z_LO = 0.44, Z_HI = 0.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,보상률 굴림,보상 점수,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"z = Uniform(0.44, 0.73)   →  0.585 나옴",,,,,,,,,,,,최소 12.0%,62.46,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,예시 16.4%,85.36,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,목표 = 538.91 + 0.585 × 83.45 = 587.7,,,,,,,,,,,,최대 20.0%,104.1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,굴림,z,목표,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
